ANO_MES;ORGAO;NOME_ORGAO;SIGLA_ORGAO;NIVEL;CARGO;NOME_CARGO;APROVADA;DISTRIBUIDA;OCUPADA;VAGO;;Cliente;Tema;Fonte;Data Carga;Origem Dados;Periodicidade;Responsável;Versão Script;Ambiente Execução
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701257;TECNICO EM RADIOLOGIA;12;11;11;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701259;TECNICO EM REFRIGERACAO;2;2;2;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701262;TEC EM SEGURANCA DO TRABALHO;3;3;3;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701264;TEC EM TELECOMUNICACAO;6;5;5;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701265;TECNICO EM TELEFONIA;2;2;2;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701266;TRADUTOR INTERPRETE DE LINGUAGEM SINAIS;10;10;9;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701269;VIGILANTE;32;32;32;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701270;DESENHISTA TECNICO ESPECIALIZADO;2;2;2;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701274;TEC EM MANUTENCAO DE AUDIO VIDEO;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701275;TECNICO EM SECRETARIADO;49;46;45;4;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701400;ADMINISTRADOR DE EDIFICIOS;2;2;2;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701404;ASSIST DE TECNOLOGIA DA INFORMACAO;6;5;3;3;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701405;AUX EM ADMINISTRACAO;91;91;85;6;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701407;ALMOXARIFE;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701411;AUXILIAR DE ENFERMAGEM;108;107;92;16;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701421;CONTINUO;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701422;COZINHEIRO;14;14;14;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701427;ELETRICISTA;9;9;9;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701429;ENCADERNADOR;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701431;FOTOGRAFO;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701432;FOTOGRAVADOR;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701437;ASSISTENTE DE LABORATORIO;15;15;15;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701441;MECANICO;3;3;3;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701445;MOTORISTA;16;16;16;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701446;OPERADOR DE CALDEIRA;4;4;2;2;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701449;OPERADOR DE EST DE TRATAM AGUA-ESGOTO;2;2;2;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701451;OPERADOR DE LUZ;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701452;OPERADOR DE MAQ AGRICOLAS;2;2;2;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701454;OPERADOR DE MAQUINA COPIADORA;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701458;PORTEIRO;8;8;8;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701459;RECEPCIONISTA;2;2;2;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NI;701464;TELEFONISTA;2;2;2;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;415062;MEDICO;1;1;0;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;480245;TECNICO EM ASSUNTOS EDUCACIONAIS;1;1;0;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701001;ADMINISTRADOR;41;41;40;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701004;ARQUITETO E URBANISTA;3;3;3;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701005;ARQUIVISTA;2;2;1;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701006;ASSISTENTE SOCIAL;18;18;18;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701010;BIBLIOTECARIO-DOCUMENTALISTA;22;22;22;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701011;BIOLOGO;7;6;6;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701012;BIOMEDICO;2;2;2;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701015;CONTADOR;20;19;18;2;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701022;DIRETOR DE IMAGEM;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701023;DIRETOR DE PRODUCAO;2;2;2;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701026;ECONOMISTA;12;12;12;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701029;ENFERMEIRO-AREA;42;41;41;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701030;ENFERMEIRO DO TRABALHO;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701031;ENGENHEIRO-AREA;33;33;30;3;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701032;ENGENHEIRO DE SEG DO TRABALHO;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701034;FARMACEUTICO-HABILITACAO;14;14;14;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701037;FISICO;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701038;FISIOTERAPEUTA;3;3;3;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701040;GEOGRAFO;2;1;1;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701041;GEOLOGO;2;2;2;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701043;HISTORIADOR;4;4;4;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701045;JORNALISTA;8;7;7;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701047;MEDICO-AREA;49;48;48;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701048;MEDICO VETERINARIO;10;9;9;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701052;MUSEOLOGO;2;2;2;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701053;MUSICO;19;19;19;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701055;NUTRICIONISTA-HABILITACAO;11;11;11;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701058;PEDAGOGO-AREA;14;14;14;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701060;PSICOLOGO-AREA;6;6;6;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701061;PRODUTOR CULTURAL;3;3;3;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701062;ANALISTA DE TEC DA INFORMACAO;14;14;14;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701065;MEDICO VETERINARIO;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701066;PROGRAMADOR VISUAL;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701068;QUIMICO;2;2;2;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701070;REGENTE;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701073;REVISOR DE TEXTOS;6;6;6;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701076;SECRETARIO EXECUTIVO;23;23;23;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701078;TECNICO DESPORTIVO;12;12;12;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701079;TECNICO EM ASSUNTOS EDUCACIONAIS;32;32;31;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701081;TECNOLOGO-FORMACAO;27;24;22;5;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701084;TRADUTOR INTERPRETE;1;0;0;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701086;ENGENHEIRO AGRONOMO;3;3;3;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701087;FARMACEUTICO;3;3;3;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;701088;FARMACEUTICO BIOQUIMICO;20;20;19;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;705001;PROFESSOR DO MAGISTERIO SUPERIOR;1960;1892;1824;136;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;706001;PROFESSOR TITULAR-LIVRE MAG SUPERIOR;3;0;0;3;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;NS;707001;PROFESSOR ENS BASICO TECN TECNOLOGICO;4;4;4;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
